product_code,cpu_cores,cpu_freq,cpu_name,height,screen,width,maker_code,maker_name,memory_ram,memory_rom,name_ID,os_type,os_version,url_icon,url_photo,study_work,entertainment
SCL22,4,2.3,Qualcomm Snapdragon 800 MSM8974,1920.0,5.7,1080.0,sc,SAMSUNG,3072.0,32768.0,GALAXY Note 3,android,5,/static/images/icons/SCL22.jpg,/static/images/phones/SCL22.jpg,1,1
SCL23,4,2.5,Qualcomm Snapdragon 801 MSM8974AC,1920.0,5.1,1080.0,sc,SAMSUNG,2048.0,32768.0,GALAXY S5,android,5,/static/images/icons/SCL23.jpg,/static/images/phones/SCL23.jpg,1,1
SCL24,4,2.7,Qualcomm Snapdragon 805 APQ8084,2560.0,5.6,1600.0,sc,SAMSUNG,3072.0,32768.0,GALAXY Note Edge,android,4.4,/static/images/icons/SCL24.jpg,/static/images/phones/SCL24.jpg,1,1
SCV31,8,2.1,Exynos7420,2560.0,5.1,1440.0,sc,SAMSUNG,3072.0,65536.0,Galaxy S6 edge,android,5,/static/images/icons/SCV31.jpg,/static/images/phones/SCV31.jpg,1,1
SCV32,8,1.9,Exynos5433,1920.0,5.7,1080.0,sc,SAMSUNG,2048.0,32768.0,Galaxy A8,android,5.1,/static/images/icons/SCV32.jpg,/static/images/phones/SCV32.jpg,1,1
SD4930UR,4,2.26,Krait 400,1280.0,4.7,720.0,,Amazon,2048.0,32768.0,Fire Phone,android,4.2.2,/static/images/icons/SD4930UR.jpg,/static/images/phones/SD4930UR.jpg,0,0
SGP511,4,2.3,Snapdragon 801,1200.0,10.1,1920.0,,SONY,3072.0,16384.0,Xperia Z2 Tablet,android,4.4.2,/static/images/icons/SGP511.jpg,/static/images/phones/SGP511.jpg,1,1
SH-01D,2,1.0,Texas Instruments OMAP4430,1280.0,4.5,720.0,sh,SHARP,1024.0,2048.0,AQUOS Phone,android,4,/static/images/icons/SH-01D.jpg,/static/images/phones/SH-01D.jpg,0,0
SH-01E,2,1.5,Qualcomm Snapdragon MSM8960,960.0,4.1,540.0,sh,SHARP,1024.0,16384.0,AQUOS PHONE si,android,4.1,/static/images/icons/SH-01E.jpg,/static/images/phones/SH-01E.jpg,0,0
SH-01E_Vivienne_Westwood,2,1.5,Qualcomm Snapdragon MSM8960,960.0,4.1,540.0,sh,SHARP,1024.0,16384.0,SH-01E,android,4.1,/static/images/icons/SH-01E_Vivienne_Westwood.jpg,/static/images/phones/SH-01E_Vivienne_Westwood.jpg,0,0
SH-01F,4,2.2,Qualcomm Snapdragon 800 MSM8974,1920.0,5.0,1080.0,sh,SHARP,2048.0,32768.0,AQUOS PHONE ZETA,android,4.4,/static/images/icons/SH-01F.jpg,/static/images/phones/SH-01F.jpg,1,1
SH-01F_DRAGON_QUEST,4,2.2,Qualcomm Snapdragon 800 MSM8974,1920.0,5.0,1080.0,sh,SHARP,2048.0,32768.0,SH-01F,android,4.2,/static/images/icons/SH-01F_DRAGON_QUEST.jpg,/static/images/phones/SH-01F_DRAGON_QUEST.jpg,1,1
SH-01G,4,2.3,Qualcomm、Snapdragon 801 MSM8974AB,1920.0,5.5,1080.0,sh,SHARP,2048.0,32768.0,AQUOS ZETA,android,5,/static/images/icons/SH-01G.jpg,/static/images/phones/SH-01G.jpg,1,1
SH-01H,6,1.8,Qualcomm Snapdragon 808 MSM8992,1920.0,5.3,1080.0,sh,SHARP,3072.0,32768.0,AQUOS ZETA,android,5.1,/static/images/icons/SH-01H.jpg,/static/images/phones/SH-01H.jpg,1,1
SH-02E,4,1.5,Qualcomm Snapdragon APQ8064,1280.0,4.9,720.0,sh,SHARP,2048.0,32768.0,AQUOS PHONE ZETA,android,4.1,/static/images/icons/SH-02E.jpg,/static/images/phones/SH-02E.jpg,0,0
SH-02F,4,2.2,Qualcomm Snapdragon 800 MSM8974,1920.0,4.5,1080.0,sh,SHARP,2048.0,16384.0,AQUOS PHONE EX,android,4.2,/static/images/icons/SH-02F.jpg,/static/images/phones/SH-02F.jpg,0,0
SH-02G,4,2.3,Qualcomm、Snapdragon 801 MSM8974AB,1920.0,5.5,1080.0,sh,SHARP,2048.0,32768.0,Disney Mobile on docomo,android,4.4,/static/images/icons/SH-02G.jpg,/static/images/phones/SH-02G.jpg,1,1
SH-02H,6,1.8,Qualcomm Snapdragon 808 MSM8992,1920.0,4.7,1080.0,sh,SHARP,3072.0,16384.0,AQUOS Compact,android,5.1,/static/images/icons/SH-02H.jpg,/static/images/phones/SH-02H.jpg,0,0
SH-03G,8,2.0,Qualcomm Snapdragon 810 MSM8994,1920.0,5.5,1080.0,sh,SHARP,3072.0,32768.0,AQUOS ZETA,android,5,/static/images/icons/SH-03G.jpg,/static/images/phones/SH-03G.jpg,1,1
SH-04E,4,1.5,Qualcomm Snapdragon S4 Pro APQ8064,1280.0,4.5,720.0,sh,SHARP,2048.0,16384.0,AQUOS PHONE EX,android,4.1,/static/images/icons/SH-04E.jpg,/static/images/phones/SH-04E.jpg,0,0
SH-04F,4,2.3,Qualcomm Snapdragon 801 MSM8974AB,1920.0,5.4,1080.0,sh,SHARP,2048.0,32768.0,AQUOS ZETA,android,5,/static/images/icons/SH-04F.jpg,/static/images/phones/SH-04F.jpg,1,1
SH-04G,4,1.2,Qualcomm Snapdragon 400 MSM8926,1280.0,5.0,720.0,sh,SHARP,2048.0,16384.0,AQUOS EVER,android,5,/static/images/icons/SH-04G.jpg,/static/images/phones/SH-04G.jpg,0,0
SH-05F,4,2.2,Qualcomm Snapdragon 800 MSM8974,1920.0,5.0,1080.0,sh,SHARP,2048.0,32768.0,Disney Mobile on docomo,android,4.2,/static/images/icons/SH-05F.jpg,/static/images/phones/SH-05F.jpg,1,1
SH-05G,8,1.5,Qualcomm MSM8994,1200.0,7.0,1920.0,,SHARP,2048.0,32768.0,AQUOS PAD,android,5.0.2,/static/images/icons/SH-05G.jpg,/static/images/phones/SH-05G.jpg,1,0
SH-06D,2,1.2,Texas Instruments OMAP4460,1280.0,4.5,720.0,sh,SHARP,1024.0,8192.0,AQUOS PHONE,android,4,/static/images/icons/SH-06D.jpg,/static/images/phones/SH-06D.jpg,0,0
SH-06DNERV,2,1.2,Texas Instruments OMAP4460,1280.0,4.5,720.0,sh,SHARP,1024.0,8192.0,SH-06D NERV,android,4,/static/images/icons/SH-06DNERV.jpg,/static/images/phones/SH-06DNERV.jpg,0,0
SH-06E,4,1.7,Qualcomm Snapdragon 600 APQ8064T,1920.0,4.8,1080.0,sh,SHARP,2048.0,32768.0,AQUOS PHONE ZETA,android,4.2,/static/images/icons/SH-06E.jpg,/static/images/phones/SH-06E.jpg,0,0
SH-07E,4,1.7,Qualcomm Snapdragon 600 APQ8064T,1280.0,4.3,720.0,sh,SHARP,2048.0,32768.0,AQUOS PHONE si,android,4.2,/static/images/icons/SH-07E.jpg,/static/images/phones/SH-07E.jpg,0,0
SH-09D,2,1.5,Qualcomm Snapdragon MSM8960,1280.0,4.7,720.0,sh,SHARP,1024.0,16384.0,AQUOS PHONE ZETA,android,4.1,/static/images/icons/SH-09D.jpg,/static/images/phones/SH-09D.jpg,0,0
SH-10D,2,1.5,Qualcomm Snapdragon MSM8960,1280.0,4.5,720.0,sh,SHARP,1024.0,8192.0,AQUOS PHONE sv,android,4.1,/static/images/icons/SH-10D.jpg,/static/images/phones/SH-10D.jpg,0,0
SH-12C,1,1.4,Qualcomm Snapdragon MSM8255T,960.0,4.2,540.0,sh,SHARP,512.0,2048.0,AQUOS PHONE,android,2.3,/static/images/icons/SH-12C.jpg,/static/images/phones/SH-12C.jpg,0,0
SH-M01,4,2.2,Qualcomm Snapdragon 800 MSM8974,1920.0,4.5,1080.0,sh,SHARP,2048.0,16384.0,AQUOS SH-M01,android,4.4,/static/images/icons/SH-M01.jpg,/static/images/phones/SH-M01.jpg,0,0
SH-M02,4,1.2,Qualcomm Snapdragon 400 MSM8926,1280.0,5.0,720.0,sh,SHARP,2048.0,16384.0,AQUOS SH-M02,android,5,/static/images/icons/SH-M02.jpg,/static/images/phones/SH-M02.jpg,0,0
SHIELD_Tablet,4,2.2,Cortex-A15,1200.0,8.0,1920.0,,Nvidia,2048.0,16384.0,SHIELD Tablet,android,4.4.2,/static/images/icons/SHIELD_Tablet.jpg,/static/images/phones/SHIELD_Tablet.jpg,1,1
SHL21,2,1.5,Qualcomm Snapdragon MSM8960,1280.0,4.7,720.0,sh,SHARP,1024.0,16384.0,AQUOS PHONE SERIE,android,4.1,/static/images/icons/SHL21.jpg,/static/images/phones/SHL21.jpg,0,0
SHL22,4,1.7,Qualcomm Snapdragon 600 APQ8064T,1280.0,4.9,720.0,sh,SHARP,2048.0,16384.0,AQUOS PHONE SERIE,android,4.2,/static/images/icons/SHL22.jpg,/static/images/phones/SHL22.jpg,0,0
SHL23,4,2.2,Qualcomm Snapdragon 800 MSM8974,1920.0,4.8,1080.0,sh,SHARP,2048.0,16384.0,AQUOS PHONE SERIE,android,4.2,/static/images/icons/SHL23.jpg,/static/images/phones/SHL23.jpg,0,0
SHL24,4,2.2,Qualcomm Snapdragon 800 MSM8974,1920.0,4.5,1080.0,sh,SHARP,2048.0,16384.0,AQUOS PHONE SERIE mini,android,4.2,/static/images/icons/SHL24.jpg,/static/images/phones/SHL24.jpg,0,0
SHL25,4,2.3,Qualcomm Snapdragon 801 MSM8974AB,1920.0,5.2,1080.0,sh,SHARP,2048.0,32768.0,AQUOS SERIE,android,5,/static/images/icons/SHL25.jpg,/static/images/phones/SHL25.jpg,1,1
SHV31,4,2.3,Qualcomm Snapdragon 800 MSM8974AB,1920.0,4.5,1080.0,sh,SHARP,2048.0,16384.0,AQUOS SERIE mini,android,4.4,/static/images/icons/SHV31.jpg,/static/images/phones/SHV31.jpg,0,0
SHV32,8,2.0,Qualcomm Snapdragon 810 MSM8994,1920.0,5.0,1080.0,sh,SHARP,3072.0,32768.0,AQUOS SERIE,android,5,/static/images/icons/SHV32.jpg,/static/images/phones/SHV32.jpg,1,1
SKT01,2,1.2,Qualcomm Snapdragon S4 MSM8960,800.0,4.0,480.0,k,KYOCERA,1536.0,8192.0,TORQUE,android,4.2,/static/images/icons/SKT01.jpg,/static/images/phones/SKT01.jpg,0,0
SM-P905,4,2.3,Qualcomm Snapdragon 800,1600.0,12.2,2560.0,,Samsung,3072.0,32768.0,Galaxy Note Pro 12.2 LTE,android,4.4.2,/static/images/icons/SM-P905.jpg,/static/images/phones/SM-P905.jpg,1,1
SO-01C,1,1.0,Qualcomm Snapdragon MSM8255,854.0,4.2,480.0,so,Sony mobile,512.0,1024.0,Xperia arc,android,2.3,/static/images/icons/SO-01C.jpg,/static/images/phones/SO-01C.jpg,0,0
SO-01D,1,1.0,Qualcomm Snapdragon MSM8655,854.0,4.0,480.0,so,Sony mobile,512.0,16384.0,Xperia PLAY,android,2.3,/static/images/icons/SO-01D.jpg,/static/images/phones/SO-01D.jpg,0,0
SO-01E,2,1.5,Qualcomm Snapdragon MSM8960,1280.0,4.3,720.0,so,Sony mobile,1024.0,16384.0,Xperia AX,android,4.1,/static/images/icons/SO-01E.jpg,/static/images/phones/SO-01E.jpg,0,0
SO-01F,4,2.2,Qualcomm Snapdragon 800 MSM8974,1920.0,5.0,1080.0,so,Sony mobile,2048.0,32768.0,Xperia Z1,android,4.4,/static/images/icons/SO-01F.jpg,/static/images/phones/SO-01F.jpg,1,1
SO-01G,4,2.5,Qualcomm Snapdragon 801 MSM8974AC,1920.0,5.2,1080.0,so,Sony mobile,3072.0,32768.0,Xperia Z3,android,5,/static/images/icons/SO-01G.jpg,/static/images/phones/SO-01G.jpg,1,1
SO-01H,8,2.0,Qualcomm Snapdragon 810 MSM8994,1920.0,5.2,1080.0,so,Sony mobile,3072.0,32768.0,Xperia Z5,android,5.1,/static/images/icons/SO-01H.jpg,/static/images/phones/SO-01H.jpg,1,1
SO-02C,1,1.0,Qualcomm Snapdragon MSM8255,854.0,4.2,480.0,so,Sony mobile,512.0,1024.0,Xperia acro,android,2.3,/static/images/icons/SO-02C.jpg,/static/images/phones/SO-02C.jpg,0,0
SO-02D,2,1.5,Qualcomm Snapdragon MSM8260,1280.0,4.3,720.0,so,Sony mobile,1024.0,32768.0,Xperia NX,android,4,/static/images/icons/SO-02D.jpg,/static/images/phones/SO-02D.jpg,0,0
SO-02E,4,1.5,Qualcomm Snapdragon S4 Pro APQ8064,1920.0,5.0,1080.0,so,Sony mobile,2048.0,16384.0,Xperia Z,android,4.4,/static/images/icons/SO-02E.jpg,/static/images/phones/SO-02E.jpg,1,0
SO-02F,4,2.2,Qualcomm Snapdragon 800 MSM8974,1280.0,4.3,720.0,so,Sony mobile,2048.0,16384.0,Xperia Z1 f,android,4.4,/static/images/icons/SO-02F.jpg,/static/images/phones/SO-02F.jpg,0,0
SO-02G,4,2.5,Qualcomm Snapdragon 801 MSM8974AC,1280.0,4.6,720.0,so,Sony mobile,2048.0,16384.0,Xperia Z3 Compact,android,5,/static/images/icons/SO-02G.jpg,/static/images/phones/SO-02G.jpg,0,0
SO-02H,8,2.0,Qualcomm Snapdragon 810 MSM8994,1280.0,4.6,720.0,so,Sony mobile,2048.0,32768.0,Xperia Z5 Compact,android,5.1,/static/images/icons/SO-02H.jpg,/static/images/phones/SO-02H.jpg,0,0
SO-03D,2,1.5,Qualcomm Snapdragon MSM8260,1280.0,4.3,720.0,so,Sony mobile,1024.0,16384.0,Xperia acro HD,android,4,/static/images/icons/SO-03D.jpg,/static/images/phones/SO-03D.jpg,0,0
SO-03F,4,2.3,Qualcomm Snapdragon 801 MSM8974AB,1920.0,5.2,1080.0,so,Sony mobile,3072.0,32768.0,Xperia Z2,android,5,/static/images/icons/SO-03F.jpg,/static/images/phones/SO-03F.jpg,1,1
SO-03G,8,2.0,Qualcomm Snapdragon 810 MSM8994,1920.0,5.2,1080.0,so,Sony mobile,3072.0,32768.0,Xperia Z4,android,5,/static/images/icons/SO-03G.jpg,/static/images/phones/SO-03G.jpg,1,1
SO-03H,8,2.0,Qualcomm Snapdragon 810 MSM8994,3840.0,5.5,2160.0,so,Sony mobile,3072.0,32768.0,Xperia Z5 Premium,android,5.1,/static/images/icons/SO-03H.jpg,/static/images/phones/SO-03H.jpg,1,1
SO-04D,2,1.5,Qualcomm Snapdragon MSM8960,1280.0,4.6,720.0,so,Sony mobile,1024.0,16384.0,Xperia GX,android,4.1,/static/images/icons/SO-04D.jpg,/static/images/phones/SO-04D.jpg,0,0
SO-04E,4,1.5,Qualcomm Snapdragon S4 Pro APQ8064,1280.0,4.6,720.0,so,Sony mobile,2048.0,32768.0,Xperia A,android,4.2,/static/images/icons/SO-04E.jpg,/static/images/phones/SO-04E.jpg,0,0
SO-04E_MIKU,4,1.5,Qualcomm Snapdragon S4 Pro APQ8064,1280.0,4.6,720.0,so,Sony mobile,2048.0,32768.0,Xperia feat. HATSUNE MIKU,android,4.2,/static/images/icons/SO-04E_MIKU.jpg,/static/images/phones/SO-04E_MIKU.jpg,0,0
SO-04F,4,2.2,Qualcomm Snapdragon 800 MSM8974,1280.0,4.3,720.0,so,Sony mobile,2048.0,16384.0,Xperia A2,android,4.4,/static/images/icons/SO-04F.jpg,/static/images/phones/SO-04F.jpg,0,0
SO-04G,4,2.5,Qualcomm Snapdragon 801 MSM8974AC,1280.0,4.6,720.0,so,Sony mobile,2048.0,16384.0,Xperia A4,android,5,/static/images/icons/SO-04G.jpg,/static/images/phones/SO-04G.jpg,0,0
SO-05G,8,1.5,Qualcomm MSM8994,1600.0,10.1,2560.0,,SONY,3072.0,32768.0,Xperia Z4 Tablet,android,5.0.2,/static/images/icons/SO-05G.jpg,/static/images/phones/SO-05G.jpg,1,0
SOL21,2,1.5,Qualcomm Snapdragon MSM8960,1280.0,4.3,720.0,so,Sony mobile,1024.0,16384.0,Xperia VL,android,4.1,/static/images/icons/SOL21.jpg,/static/images/phones/SOL21.jpg,0,0
SOL22,4,1.5,Qualcomm Snapdragon S4 Pro APQ8064,1920.0,5.0,1080.0,so,Sony mobile,2048.0,16384.0,Xperia UL,android,4.2,/static/images/icons/SOL22.jpg,/static/images/phones/SOL22.jpg,1,0
SOL23,4,2.2,Qualcomm Snapdragon 800 MSM8974,1920.0,5.0,1080.0,so,Sony mobile,2048.0,32768.0,Xperia Z1,android,4.4,/static/images/icons/SOL23.jpg,/static/images/phones/SOL23.jpg,1,1
SOL24,4,2.2,Qualcomm Snapdragon 800 MSM8974,1920.0,6.4,1080.0,so,Sony mobile,2048.0,32768.0,Xperia Z Ultra,android,4.4,/static/images/icons/SOL24.jpg,/static/images/phones/SOL24.jpg,1,1
SOL25,4,2.3,Qualcomm Snapdragon 801 MSM8974AB,1920.0,5.0,1080.0,so,Sony mobile,3072.0,32768.0,Xperia ZL2,android,5,/static/images/icons/SOL25.jpg,/static/images/phones/SOL25.jpg,1,1
SOL26,4,2.5,Qualcomm Snapdragon 801 MSM8974AC,1920.0,5.2,1080.0,so,Sony mobile,3072.0,32768.0,Xperia Z3,android,5,/static/images/icons/SOL26.jpg,/static/images/phones/SOL26.jpg,1,1
SOV31,8,2.0,Qualcomm Snapdragon 810 MSM8994,1920.0,5.2,1080.0,so,Sony mobile,3072.0,32768.0,Xperia Z4,android,5,/static/images/icons/SOV31.jpg,/static/images/phones/SOV31.jpg,1,1
SOV32,8,2.0,Qualcomm Snapdragon 810 MSM8994,1920.0,5.2,1080.0,so,Sony mobile,3072.0,32768.0,Xperia Z5,android,5.1,/static/images/icons/SOV32.jpg,/static/images/phones/SOV32.jpg,1,1
Spray_402LG,4,1.2,Qualcomm Snapdragon 400 MSM8926,1280.0,4.5,720.0,l,LG,1536.0,8192.0,Spray 402LG,android,4.4,/static/images/icons/Spray_402LG.jpg,/static/images/phones/Spray_402LG.jpg,0,0
T-01C,1,1.0,Qualcomm Snapdragon QSD8250,854.0,4.0,480.0,t,Fujitsu Toshiba,512.0,1024.0,REGZA Phone,android,2.2,/static/images/icons/T-01C.jpg,/static/images/phones/T-01C.jpg,0,0
T-01D,2,1.2,Texas Instruments OMAP4430,1280.0,4.3,720.0,t,Fujitsu Toshiba,1024.0,4096.0,REGZA Phone,android,4,/static/images/icons/T-01D.jpg,/static/images/phones/T-01D.jpg,0,0
T-02D,2,1.5,Qualcomm Snapdragon MSM8960,960.0,4.3,540.0,t,Fujitsu Toshiba,1024.0,8192.0,REGZA Phone,android,4.1,/static/images/icons/T-02D.jpg,/static/images/phones/T-02D.jpg,0,0
URBANO_PROGRESSO,1,1.4,Qualcomm Snapdragon MSM8655,800.0,4.0,480.0,k,KYOCERA,1024.0,4096.0,URBANO PROGRESSO,android,4,/static/images/icons/URBANO_PROGRESSO.jpg,/static/images/phones/URBANO_PROGRESSO.jpg,0,0
V02,4,1.4,Qualcomm Snapdragon 400 MSM8928,1280.0,5.0,720.0,k,KYOCERA,2048.0,16384.0,URBANO,android,5.1,/static/images/icons/V02.jpg,/static/images/phones/V02.jpg,1,0
VAIO_Phone,4,1.2,Qualcomm Snapdragon 410 MSM8916,1280.0,5.0,720.0,v,VAIO,2048.0,16384.0,VAIO Phone,android,5,/static/images/icons/VAIO_Phone.jpg,/static/images/phones/VAIO_Phone.jpg,0,0
WX04K,2,1.2,ルネサス R-Mobile APE5R,800.0,4.0,480.0,k,KYOCERA,1024.0,2048.0,DIGNO DUAL,android,4.1,/static/images/icons/WX04K.jpg,/static/images/phones/WX04K.jpg,0,0
WX04SH,2,1.5,Qualcomm Snapdragon S4 Plus MSM8260A,854.0,4.0,480.0,sh,SHARP,1024.0,8192.0,AQUOS PHONE es,android,4.1,/static/images/icons/WX04SH.jpg,/static/images/phones/WX04SH.jpg,0,0
WX05SH,2,1.5,Qualcomm Snapdragon S4 Plus MSM8260A,854.0,4.0,480.0,sh,SHARP,1024.0,8192.0,AQUOS PHONE ef,android,4.1,/static/images/icons/WX05SH.jpg,/static/images/phones/WX05SH.jpg,0,0
WX10K,2,1.5,Qualcomm Snapdragon MSM8960,1280.0,4.7,720.0,k,KYOCERA,1536.0,16384.0,DIGNO DUAL 2,android,4.2,/static/images/icons/WX10K.jpg,/static/images/phones/WX10K.jpg,0,0
X9077,4,2.5,Qualcomm MSM8974AC Snapdragon 801,2560.0,5.5,1440.0,,Oppo,3072.0,32768.0,Oppo Find 7,android,4.3,/static/images/icons/X9077.jpg,/static/images/phones/X9077.jpg,1,1
XT1053,2,1.7,Qualcomm Snapdragon S4 MSM8960DT,1280.0,4.7,720.0,,Motorola,2048.0,16384.0,Moto X (1st gen.),android,4.4.4,/static/images/icons/XT1053.jpg,/static/images/phones/XT1053.jpg,0,0
XT1092,4,2.5,Qualcomm Snapdragon 801,1920.0,5.2,1080.0,,Motorola,2048.0,16384.0,Moto X (2nd gen.),android,4.4.4,/static/images/icons/XT1092.jpg,/static/images/phones/XT1092.jpg,1,1
Xperia_J1_Compact,4,2.2,Qualcomm Snapdragon 800 MSM8974,1280.0,4.3,720.0,so,Sony mobile,2048.0,16384.0,Xperia J1 Compact,android,4.4,/static/images/icons/Xperia_J1_Compact.jpg,/static/images/phones/Xperia_J1_Compact.jpg,0,0
Xperia_Z5,8,2.0,Qualcomm Snapdragon 810 MSM8994,1920.0,5.2,1080.0,so,Sony mobile,3072.0,32768.0,Xperia Z5,android,5.1,/static/images/icons/Xperia_Z5.jpg,/static/images/phones/Xperia_Z5.jpg,1,1
ZenFone_2_Laser,4,1.2,Qualcomm Snapdragon 410 MSM8916,1280.0,5.0,720.0,as,ASUS,2048.0,16384.0,ZenFone 2 Laser,android,5,/static/images/icons/ZenFone_2_Laser.jpg,/static/images/phones/ZenFone_2_Laser.jpg,0,0
ZenFone_2_ZE551ML,4,2.3,Intel Atom Quad Core Z3580,1920.0,5.5,1080.0,as,ASUS,4096.0,65536.0,ZenFone 2,android,5,/static/images/icons/ZenFone_2_ZE551ML.jpg,/static/images/phones/ZenFone_2_ZE551ML.jpg,1,1
ZenFone_5_A500KL,4,1.2,Qualcomm Snapdragon 400 MSM8926,1280.0,5.0,720.0,as,ASUS,2048.0,32768.0,ZenFone 5,android,4.4,/static/images/icons/ZenFone_5_A500KL.jpg,/static/images/phones/ZenFone_5_A500KL.jpg,0,0
ZenFone_Selfie,8,1.7,Qualcomm Snapdragon 615 MSM8939,1920.0,5.5,1080.0,as,ASUS,3072.0,16364.0,ZenFone Selfie,android,5,/static/images/icons/ZenFone_Selfie.jpg,/static/images/phones/ZenFone_Selfie.jpg,0,0
_B6000-F,4,1.2,MediaTek MT8125,1600.0,8.0,1280.0,,Lenovo,1024.0,16384.0,Yoga Tablet 8,android,4.2,/static/images/icons/_B6000-F.jpg,/static/images/phones/_B6000-F.jpg,0,0
_G750-U10,8,1.7,Mediatek MT6592,1280.0,5.5,720.0,,Huawei,2048.0,8192.0,Honor 3X,android,4.2.2,/static/images/icons/_G750-U10.jpg,/static/images/phones/_G750-U10.jpg,0,0
_M8x,4,2.5,Qualcomm Snapdragon 801 MSM8974AC,1920.0,5.0,1080.0,,HTC,2048.0,16384.0,HTC One M8x LTE,android,4.4.2,/static/images/icons/_M8x.jpg,/static/images/phones/_M8x.jpg,1,1
arrows_M02,4,1.2,Qualcomm Snapdragon 410 MSM8916,1280.0,5.0,720.0,f,Fujitsu,2048.0,16384.0,arrows M02,android,5.1,/static/images/icons/arrows_M02.jpg,/static/images/phones/arrows_M02.jpg,0,0
